datum_vzniku,datum_zaniku,esa,esa_kod,ico,kpf,kpp,nazev_obce,npf,nuts4,nuts4k,of
2010-07-22,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,24711667,121,100 - 199 zaměstnanců,Brno-Řečkovice a Mokrá Hora,Akciová společnost,Brno-město,CZ0642,oncomed manufacturing a.s.
2000-03-14,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25415123,112,500 - 999 zaměstnanců,Chomutov,Společnost s ručením omezeným,Chomutov,CZ0422,Parker Hannifin Industrial s.r.o.
1992-05-01,,Nefinanční podniky soukromé národní,11002,45359989,121,500 - 999 zaměstnanců,Klatovy,Akciová společnost,Klatovy,CZ0322,Drůbežářský závod Klatovy a.s.
1997-09-17,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25214071,112,100 - 199 zaměstnanců,Bor,Společnost s ručením omezeným,Tachov,CZ0327,SUSPA CZ s.r.o.
1994-03-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,60932538,112,250 - 499 zaměstnanců,Svitavy,Společnost s ručením omezeným,Svitavy,CZ0533,MWV Svitavy s.r.o.
2000-07-10,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26187329,112,250 - 499 zaměstnanců,Liberec (nečleněné město),Společnost s ručením omezeným,Liberec,CZ0513,DGS Druckguss Systeme s.r.o.
1992-08-25,,Nefinanční podniky soukromé národní,11002,47455608,112,500 - 999 zaměstnanců,Jaroměř,Společnost s ručením omezeným,Náchod,CZ0523,"KARSIT HOLDING, s.r.o."
1991-12-04,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,18953557,112,500 - 999 zaměstnanců,Vrbno pod Pradědem,Společnost s ručením omezeným,Bruntál,CZ0801,Husqvarna Manufacturing CZ s.r.o.
1994-09-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49823001,113,1000 - 1499 zaměstnanců,Rakovník,Společnost komanditní,Rakovník,CZ020C,VALEO AUTOKLIMATIZACE k.s.
2008-03-17,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28367111,112,500 - 999 zaměstnanců,Hrabová,Společnost s ručením omezeným,Ostrava-město,CZ0806,ITT Holdings Czech Republic s.r.o.
1991-01-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,00012661,112,1500 - 1999 zaměstnanců,Litomyšl,Společnost s ručením omezeným,Svitavy,CZ0533,SAINT-GOBAIN ADFORS CZ s.r.o.
1992-10-30,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,47252103,112,250 - 499 zaměstnanců,Český Krumlov,Společnost s ručením omezeným,Český Krumlov,CZ0312,Linde Pohony s.r.o.
1992-02-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,44564422,112,500 - 999 zaměstnanců,Turnov,Společnost s ručením omezeným,Semily,CZ0514,ONTEX CZ s.r.o.
2012-05-04,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,24299197,112,500 - 999 zaměstnanců,Brno-Královo Pole,Společnost s ručením omezeným,Brno-město,CZ0642,Sanmina-SCI Czech Republic s.r.o.
2005-06-22,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27254500,112,200 - 249 zaměstnanců,Prostějov,Společnost s ručením omezeným,Prostějov,CZ0713,"MAIER CZ, s.r.o."
1994-09-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,60719958,112,250 - 499 zaměstnanců,Ivanovice na Hané,Společnost s ručením omezeným,Vyškov,CZ0646,fischer Vyškov spol. s r.o.
1995-04-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,61676578,112,250 - 499 zaměstnanců,Sadská,Společnost s ručením omezeným,Nymburk,CZ0208,Parker-Hannifin s.r.o.
2000-08-31,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26222574,121,200 - 249 zaměstnanců,Ivančice,Akciová společnost,Brno-venkov,CZ0643,Deufol Česká republika a.s.
1997-02-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25264605,112,500 - 999 zaměstnanců,Ždírec nad Doubravou,Společnost s ručením omezeným,Havlíčkův Brod,CZ0631,Stora Enso Wood Products Ždírec s.r.o.
1993-07-19,2015-12-08,Nefinanční podniky soukromé národní,11002,48392367,112,250 - 499 zaměstnanců,Suchdol nad Odrou,Společnost s ručením omezeným,Nový Jičín,CZ0804,NC Line s.r.o.
2002-07-24,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26715961,112,50 - 99 zaměstnanců,Krnov,Společnost s ručením omezeným,Bruntál,CZ0801,IVG Colbachini CZ s.r.o.
1993-07-15,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,48208205,112,100 - 199 zaměstnanců,Želetava,Společnost s ručením omezeným,Třebíč,CZ0634,"TIRAD, s.r.o."
2013-05-17,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,01675168,112,25 - 49 zaměstnanců,Valašské Meziříčí,Společnost s ručením omezeným,Vsetín,CZ0723,ANTOLÍN-CIE CZECH REPUBLIC s.r.o.
2007-05-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27903427,112,500 - 999 zaměstnanců,Hodonín,Společnost s ručením omezeným,Hodonín,CZ0645,Jihomoravská armaturka spol. s r.o.
1994-11-15,,Nefinanční podniky soukromé národní,11002,62029631,112,250 - 499 zaměstnanců,Police nad Metují,Společnost s ručením omezeným,Náchod,CZ0523,HAUK s.r.o.
2014-08-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,03316971,112,100 - 199 zaměstnanců,Krupka,Společnost s ručením omezeným,Teplice,CZ0426,REGENERSIS (Czech) s.r.o.
1993-12-01,,Nefinanční podniky soukromé národní,11002,47674687,121,500 - 999 zaměstnanců,Budišov nad Budišovkou,Akciová společnost,Opava,CZ0805,"Linaset, a.s."
2014-11-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,03545695,112,25 - 49 zaměstnanců,Rychnov nad Kněžnou,Společnost s ručením omezeným,Rychnov nad Kněžnou,CZ0524,Simoldes Plasticos Czech s.r.o.
1998-11-16,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25544551,121,250 - 499 zaměstnanců,Kladno,Akciová společnost,Kladno,CZ0203,"La Lorraine, a.s."
2014-10-15,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,03480780,112,25 - 49 zaměstnanců,Praha 1,Společnost s ručením omezeným,Praha,CZ0100,"GONVARRI CZECH, s.r.o."
1993-01-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,46995030,112,500 - 999 zaměstnanců,Boskovice,Společnost s ručením omezeným,Blansko,CZ0641,Novibra Boskovice s.r.o.
1991-10-01,,Nefinanční podniky soukromé národní,11002,00142492,121,250 - 499 zaměstnanců,Dačice,Akciová společnost,Jindřichův Hradec,CZ0313,"CENTROPEN, a.s."
2005-11-08,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26873460,112,100 - 199 zaměstnanců,Kopřivnice,Společnost s ručením omezeným,Nový Jičín,CZ0804,Röchling Automotive Kopřivnice s.r.o.
2013-02-25,,Nefinanční podniky soukromé národní,11002,01440861,112,1 - 5 zaměstnanců,Vřesová,Společnost s ručením omezeným,Sokolov,CZ0413,SUAS - Lindner s.r.o.
2006-04-24,,Nefinanční podniky soukromé národní,11002,27449734,121,2000 - 2499 zaměstnanců,Praha 1,Akciová společnost,Praha,CZ0100,"OKIN GROUP, a.s."
1999-11-09,,Nefinanční podniky soukromé národní,11002,26127407,112,100 - 199 zaměstnanců,Plzeň 3,Společnost s ručením omezeným,Plzeň-město,CZ0323,AIMTEC Outsourcing s.r.o.
2015-01-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,03731197,112,6 - 9 zaměstnanců,Přestanov,Společnost s ručením omezeným,Ústí nad Labem,CZ0427,SSI Technologies s.r.o.
2004-03-08,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27131807,112,200 - 249 zaměstnanců,Ústí nad Labem-město,Společnost s ručením omezeným,Ústí nad Labem,CZ0427,Aperam Stainless Services & Solutions Tubes CZ s.r.o.
1999-10-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25238078,112,1500 - 1999 zaměstnanců,Plzeň 3,Společnost s ručením omezeným,Plzeň-město,CZ0323,"LASSELSBERGER, s.r.o."
1991-05-02,,Nefinanční podniky soukromé národní,11002,00544752,121,100 - 199 zaměstnanců,Zlín,Akciová společnost,Zlín,CZ0724,D PLAST a.s.
2010-09-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,24731536,112,50 - 99 zaměstnanců,Plazy,Společnost s ručením omezeným,Mladá Boleslav,CZ0207,"YAPP CZECH AUTOMOTIVE SYSTEMS Co., s.r.o."
1995-05-29,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,63249651,112,250 - 499 zaměstnanců,Vodňany,Společnost s ručením omezeným,Strakonice,CZ0316,"A. Pöttinger, spol. s r.o."
2003-09-08,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27084485,112,50 - 99 zaměstnanců,Louny,Společnost s ručením omezeným,Louny,CZ0424,NACHI Czech s.r.o.
1993-08-26,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49812106,112,1000 - 1499 zaměstnanců,Jičín,Společnost s ručením omezeným,Jičín,CZ0522,RONAL CR s.r.o.
2015-01-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,03683371,112,25 - 49 zaměstnanců,Praha 8,Společnost s ručením omezeným,Praha,CZ0100,BMK Czech Technologies s.r.o.
1991-01-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,00012661,112,1500 - 1999 zaměstnanců,Litomyšl,Společnost s ručením omezeným,Svitavy,CZ0533,SAINT-GOBAIN ADFORS CZ s.r.o.
1992-05-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,46900624,112,50 - 99 zaměstnanců,Bojkovice,Společnost s ručením omezeným,Uherské Hradiště,CZ0722,ALBO SCHLENK s.r.o.
1991-10-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,14864584,121,250 - 499 zaměstnanců,Dubí,Akciová společnost,Teplice,CZ0426,"O-I Manufacturing Czech Republic, a.s."
2008-06-01,,Nefinanční podniky soukromé národní,11002,28020715,121,200 - 249 zaměstnanců,Horažďovice,Akciová společnost,Klatovy,CZ0322,Otavské strojírny a.s.
2011-02-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,24801356,112,250 - 499 zaměstnanců,Plzeň 3,Společnost s ručením omezeným,Plzeň-město,CZ0323,"Shape Corp. Czech Republic, s.r.o."
1993-01-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,45352585,112,3000 - 3999 zaměstnanců,Chotěšov,Společnost s ručením omezeným,Plzeň-jih,CZ0324,MD ELEKTRONIK spol. s r.o.
1993-10-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49687131,112,1000 - 1499 zaměstnanců,Zdice,Společnost s ručením omezeným,Beroun,CZ0202,"KOSTAL CR, spol. s r.o."
1997-09-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25213423,121,250 - 499 zaměstnanců,Plzeň 2-Slovany,Akciová společnost,Plzeň-město,CZ0323,FAIVELEY TRANSPORT CZECH a.s.
2009-12-31,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28982347,121,1500 - 1999 zaměstnanců,Vlašim,Akciová společnost,Benešov,CZ0201,Sellier & Bellot a.s.
2008-02-11,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27348351,112,50 - 99 zaměstnanců,Liberec (nečleněné město),Společnost s ručením omezeným,Liberec,CZ0513,Prettl Automotive Czech s.r.o.
2008-05-01,,Nefinanční podniky soukromé národní,11002,27537820,121,200 - 249 zaměstnanců,Hostinné,Akciová společnost,Trutnov,CZ0525,"KRPA PAPER, a.s."
1995-07-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,63987121,112,250 - 499 zaměstnanců,Praha 4,Společnost s ručením omezeným,Praha,CZ0100,TÜV SÜD Czech s.r.o.
2006-09-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27779017,112,250 - 499 zaměstnanců,Mošnov,Společnost s ručením omezeným,Nový Jičín,CZ0804,CROMODORA WHEELS s.r.o.
2006-06-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27566005,112,1000 - 1499 zaměstnanců,Mošnov,Společnost s ručením omezeným,Nový Jičín,CZ0804,PLAKOR CZECH s.r.o.
1993-05-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49612212,112,250 - 499 zaměstnanců,Vysokov,Společnost s ručením omezeným,Náchod,CZ0523,Mesa Parts s.r.o.
2012-01-23,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,24202509,112,Neuvedeno,Žebrák,Společnost s ručením omezeným,Beroun,CZ0202,Wiegel Pravčice žárové zinkování s.r.o.
2001-03-26,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26034441,112,500 - 999 zaměstnanců,Vimperk,Společnost s ručením omezeným,Prachatice,CZ0315,"ROHDE & SCHWARZ závod Vimperk, s.r.o."
1997-07-23,,Nefinanční podniky soukromé národní,11002,25023063,112,200 - 249 zaměstnanců,Český Dub,Společnost s ručením omezeným,Liberec,CZ0513,LUKOV Plast spol. s r.o.
1995-08-08,,Nefinanční podniky soukromé národní,11002,64256197,112,100 - 199 zaměstnanců,Lanškroun,Společnost s ručením omezeným,Ústí nad Orlicí,CZ0534,fortell s.r.o.
1995-05-29,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,63249651,112,250 - 499 zaměstnanců,Vodňany,Společnost s ručením omezeným,Strakonice,CZ0316,"A. Pöttinger, spol. s r.o."
1995-08-02,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,64356043,112,250 - 499 zaměstnanců,Tachov,Společnost s ručením omezeným,Tachov,CZ0327,KDK Automotive Czech s.r.o.
2011-08-31,,Nefinanční podniky soukromé národní,11002,24152269,121,50 - 99 zaměstnanců,Praha 10,Akciová společnost,Praha,CZ0100,TATRA DEFENCE VEHICLE a.s.
1991-12-10,,Nefinanční podniky soukromé národní,11002,15030865,112,500 - 999 zaměstnanců,Libchavy,Společnost s ručením omezeným,Ústí nad Orlicí,CZ0534,SOR Libchavy spol. s r.o.
2002-11-06,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26052377,112,500 - 999 zaměstnanců,Písek,Společnost s ručením omezeným,Písek,CZ0314,AISIN EUROPE MANUFACTURING CZECH s.r.o.
2001-06-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26036835,112,500 - 999 zaměstnanců,Český Krumlov,Společnost s ručením omezeným,Český Krumlov,CZ0312,"Schwan Cosmetics CR, s.r.o."
1998-07-08,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25178831,112,50 - 99 zaměstnanců,Strakonice,Společnost s ručením omezeným,Strakonice,CZ0316,DENIOS s.r.o.
2014-08-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,03268501,112,50 - 99 zaměstnanců,Plzeň 5-Křimice,Společnost s ručením omezeným,Plzeň-město,CZ0323,BRUDER CZ s.r.o.
2003-05-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27061973,112,1000 - 1499 zaměstnanců,Jilemnice,Společnost s ručením omezeným,Semily,CZ0514,Devro s.r.o.
1995-02-16,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,60741902,112,250 - 499 zaměstnanců,Brno-střed,Společnost s ručením omezeným,Brno-město,CZ0642,"Metso Czech Republic, s.r.o."
1992-10-01,,Nefinanční podniky soukromé národní,11002,47470011,112,200 - 249 zaměstnanců,Přelouč,Společnost s ručením omezeným,Pardubice,CZ0532,"KASI, spol. s r. o."
2015-01-09,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,03699358,112,50 - 99 zaměstnanců,Jevany,Společnost s ručením omezeným,Praha-východ,CZ0209,Nanotherapeutics Bohumil s.r.o.
1999-09-16,,Nefinanční podniky soukromé národní,11002,25843389,112,250 - 499 zaměstnanců,Litovel,Společnost s ručením omezeným,Olomouc,CZ0712,"SEV Litovel, s.r.o."
1994-01-01,,Nefinanční podniky soukromé národní,11002,60827441,121,200 - 249 zaměstnanců,Mladá Vožice,Akciová společnost,Tábor,CZ0317,KOH-I-NOOR Mladá Vožice a.s.
2004-07-12,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27163806,112,200 - 249 zaměstnanců,Praha 4,Společnost s ručením omezeným,Praha,CZ0100,"AstenJohnson, s.r.o."
2000-03-07,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25935429,112,250 - 499 zaměstnanců,Nový Bydžov,Společnost s ručením omezeným,Hradec Králové,CZ0521,Datwyler Sealing Technologies CZ s.r.o.
2012-06-25,,Nefinanční podniky soukromé národní,11002,24242438,112,250 - 499 zaměstnanců,Loděnice,Společnost s ručením omezeným,Beroun,CZ0202,"GZ Production, s.r.o."
2001-01-03,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26424444,112,250 - 499 zaměstnanců,Velim,Společnost s ručením omezeným,Kolín,CZ0204,Ball Aerocan CZ s.r.o.
2015-04-07,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,03945600,112,1 - 5 zaměstnanců,Praha 8,Společnost s ručením omezeným,Praha,CZ0100,Shawmut C.R. s.r.o.
1994-05-18,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,60849827,112,250 - 499 zaměstnanců,České Budějovice,Společnost s ručením omezeným,České Budějovice,CZ0311,KERN-LIEBERS CR spol. s r.o.
1992-10-09,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,47455403,112,1000 - 1499 zaměstnanců,Trutnov,Společnost s ručením omezeným,Trutnov,CZ0525,Tyco Electronics EC Trutnov s.r.o.
2015-06-30,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,04210310,112,1 - 5 zaměstnanců,Praha 1,Společnost s ručením omezeným,Praha,CZ0100,Kiswire Cord Czech s.r.o.
1995-12-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,64609855,112,500 - 999 zaměstnanců,Lanškroun,Společnost s ručením omezeným,Ústí nad Orlicí,CZ0534,"SCHOTT CR, s.r.o."
2015-07-03,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,04223012,112,Neuvedeno,Praha 1,Společnost s ručením omezeným,Praha,CZ0100,Tsubaki Automotive Czech Republic s.r.o.
2015-10-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,04449584,112,1 - 5 zaměstnanců,Kadaň,Společnost s ručením omezeným,Chomutov,CZ0422,PFISTERER Czech s.r.o.
1997-08-21,,Nefinanční podniky soukromé národní,11002,25348965,112,100 - 199 zaměstnanců,Kralice na Hané,Společnost s ručením omezeným,Prostějov,CZ0713,LINAPLAST s.r.o.
1994-08-19,,Nefinanční podniky soukromé národní,11002,60794372,112,200 - 249 zaměstnanců,Olomouc,Společnost s ručením omezeným,Olomouc,CZ0712,"ALW INDUSTRY, s.r.o."
2015-08-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,04353684,112,Neuvedeno,Praha 1,Společnost s ručením omezeným,Praha,CZ0100,HCL TECHNOLOGIES CZECH REPUBLIC s.r.o.
1990-08-16,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,00507814,112,500 - 999 zaměstnanců,Slaný,Společnost s ručením omezeným,Kladno,CZ0203,L I N E T spol. s r.o.
1996-09-24,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25257064,112,500 - 999 zaměstnanců,Polička,Společnost s ručením omezeným,Svitavy,CZ0533,Ravensburger Karton s.r.o.
2015-07-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,04277546,112,1 - 5 zaměstnanců,Praha 8,Společnost s ručením omezeným,Praha,CZ0100,Yankee Candle s.r.o.
1996-04-01,,Nefinanční podniky soukromé národní,11002,61058041,121,1000 - 1499 zaměstnanců,Třemošnice,Akciová společnost,Chrudim,CZ0531,KOVOLIS HEDVIKOV a.s.
2015-05-12,,Nefinanční podniky soukromé národní,11002,04073461,112,1 - 5 zaměstnanců,Ústí nad Labem-město,Společnost s ručením omezeným,Ústí nad Labem,CZ0427,4MEX s.r.o.
